,Class
80197,0
80198,1
80200,1
80201,1
80202,1
80203,0
80204,0
80205,1
80206,0
80207,0
80208,1
80209,0
80210,0
80211,0
80212,0
80213,1
80214,0
80216,0
80217,0
80218,1
80219,0
80220,1
80221,1
80222,0
80223,1
80224,1
80225,1
80226,1
80227,0
80228,0
80229,0
80230,0
80231,0
80232,0
80233,1
80234,0
80235,1
80236,0
80237,0
80238,0
80239,0
80240,1
80241,1
80242,0
80243,0
80244,1
80245,0
80246,0
80247,0
80248,1
80249,0
80250,1
80251,1
80252,0
80253,0
80254,1
80255,1
80256,0
80257,1
80258,1
80259,1
80260,0
80261,0
80262,1
80263,1
80264,1
80265,1
80266,0
80267,1
80268,0
80269,1
80271,1
80272,0
80273,0
80274,1
80275,1
80276,1
80277,0
80278,0
80279,1
80280,0
80281,0
80282,1
80283,0
80284,0
80285,1
80286,1
80287,1
80288,0
80289,1
80290,0
80291,0
80292,0
80293,1
80294,0
80295,1
80296,0
80297,0
80298,1
80299,1
80300,1
80301,0
80302,1
80303,0
80304,0
80305,0
80306,0
80307,0
80308,0
80309,0
80310,0
80311,0
80312,0
80313,0
80314,0
80315,1
80316,1
80317,0
80318,0
80319,0
80320,0
80321,0
80322,0
80323,1
80324,1
80325,1
80326,1
80327,1
80328,1
80329,0
80330,1
80331,1
80332,0
80333,1
80334,0
80335,1
80336,0
80337,0
80338,0
80339,0
80340,0
80341,0
80342,1
80343,0
80344,1
80345,0
80347,1
80348,1
80349,1
80350,0
80351,1
80352,1
80353,0
80354,0
80355,1
80356,1
80357,0
80358,0
80359,1
80360,0
80361,0
80362,0
80363,1
80364,0
80365,0
80366,1
80367,1
80368,1
80369,1
80370,1
80371,1
80372,1
80373,0
80374,1
80375,0
80376,0
80377,0
80378,0
80379,0
80380,1
80381,0
80382,1
80383,0
80384,0
80385,1
80386,0
80387,1
80388,0
80389,0
80390,0
80391,1
80392,0
80393,1
80394,1
80395,1
80396,0
80397,1
80398,1
80399,1
80400,0
80401,0
80402,0
80403,1
80404,0
80406,1
80407,0
80408,1
80409,1
80410,0
80411,1
80412,0
80413,1
80414,0
80415,1
80416,1
80417,0
80418,0
80419,0
80420,0
80421,0
80422,0
80423,0
80424,1
80425,1
80426,1
80427,0
80428,1
80429,0
80430,0
80431,1
80433,0
80434,0
80435,1
80436,0
80437,1
80438,0
80439,0
80441,1
80442,1
80443,1
80444,0
80445,0
80446,1
80447,0
80448,1
80449,1
80450,1
80451,0
80452,0
80453,1
80454,1
80456,1
80457,1
80458,0
80459,1
80460,0
80461,0
80462,0
80463,0
80464,0
80465,0
80466,0
80467,0
80468,0
80469,1
80470,0
80471,0
80472,0
80473,1
80474,1
80475,1
80476,1
80477,1
80478,1
80479,1
80480,1
80481,1
80482,1
80483,0
80484,1
80485,0
80486,1
80487,1
80488,0
80489,0
80490,1
80491,0
80492,1
80493,1
80494,0
80495,1
80496,0
80497,0
80498,0
80499,0
80500,1
80501,0
80502,1
80503,1
80504,0
80505,1
80506,0
80507,0
80508,1
80509,0
80510,1
80511,0
80512,0
80513,0
80514,1
80515,1
80516,0
80517,1
80518,1
80519,1
80520,1
80521,0
80522,1
80523,1
80524,0
80525,1
80526,1
80527,0
80528,1
80529,1
80530,1
80531,0
80532,0
80533,0
80534,1
80535,1
80536,0
80537,0
80538,0
80539,1
80540,1
80541,1
80542,1
80543,0
80544,1
80545,1
80546,0
80547,1
80548,0
80549,1
80550,1
80551,1
80552,1
80553,1
80554,0
80555,0
80556,1
80557,1
80559,0
80560,0
80561,1
80562,0
80563,1
80564,0
80565,0
80566,1
80567,0
80568,1
80569,1
80571,1
80572,1
80573,0
80574,0
80575,0
80576,0
80577,0
80578,0
80579,0
80580,1
80581,1
80582,0
80583,1
80584,1
80585,1
80586,1
80587,0
80588,0
80589,1
80590,1
80591,0
80592,0
80593,1
80594,0
80595,0
80596,0
80598,0
80599,1
80600,0
80601,0
80602,0
80603,1
80604,0
80605,0
80606,0
80607,1
80608,1
80609,1
80610,0
80611,0
80612,0
80613,1
80614,0
80615,0
80616,0
80617,0
80618,1
80619,1
80620,0
80621,0
80622,1
80623,0
80624,1
80626,1
80627,0
80629,1
80630,1
80631,0
80632,1
80633,0
80634,0
80635,0
80636,0
80638,0
80639,1
80640,1
80641,0
80642,0
80643,1
80644,0
80645,1
80646,1
80647,0
80648,0
80649,1
80650,1
80651,0
80652,0
80653,0
80654,0
80655,1
80656,1
80657,1
80658,1
80659,1
80660,0
80661,0
80662,1
80663,0
80664,1
80665,0
80666,1
80667,1
80668,0
80669,0
80670,0
80671,0
80672,1
80673,1
80674,1
80675,1
80676,1
80677,0
80678,0
80679,0
80680,0
80681,0
80682,0
80683,1
80684,0
80685,0
80686,1
80687,0
80688,1
80689,1
80690,1
80691,1
80692,1
80693,1
80694,1
80695,0
80696,0
80697,0
80698,0
80699,1
80700,0
80701,1
80702,1
80703,0
80704,1
80705,0
80706,0
80707,1
80708,1
80709,0
80710,0
80711,0
80712,1
80713,1
80714,0
80715,1
80716,0
80717,1
80718,0
80719,1
80720,1
80721,1
80722,0
80723,0
80724,1
80725,1
80726,0
80727,1
80728,1
80729,0
80730,1
80731,1
80732,0
80734,0
80735,0
80736,0
80737,0
80738,1
80739,0
80740,1
80741,1
80742,1
80743,0
80744,1
80745,0
80747,0
80748,1
80749,1
80750,0
80751,0
80752,0
80753,0
80754,1
80755,1
80756,1
80757,0
80758,0
80759,1
80760,1
80761,0
80762,1
80763,0
80764,0
80765,0
80766,0
80767,0
80768,1
80769,1
80770,1
80771,0
80772,1
80773,1
80774,1
80775,1
80776,0
80777,1
80778,0
80779,0
80780,0
80781,0
80782,1
80783,0
80784,0
80785,1
80786,1
80787,1
80788,0
80789,0
80790,1
80791,0
80792,0
80793,0
80794,1
80795,1
80796,1
80797,1
80798,1
80799,1
80800,0
80801,1
80802,1
80803,0
80804,1
80805,1
80806,0
80807,0
80808,1
80809,0
80810,0
80811,0
80812,0
80813,0
80814,1
80815,0
80816,1
80817,0
80818,0
80819,1
80820,0
80821,0
80822,1
80823,1
80824,0
80825,0
80826,1
80827,0
80828,1
80829,1
80830,1
80831,1
80832,0
80833,0
80834,0
80835,1
80837,0
80838,1
80839,0
80840,0
80841,1
80842,1
80843,0
80844,1
80845,0
80846,0
80847,0
80848,1
80849,0
80850,1
80851,1
80852,0
80853,1
80854,1
80855,0
80856,0
80857,0
80858,0
80859,0
80860,1
80861,1
80862,1
80863,0
80864,1
80865,0
80866,0
80867,1
80868,0
80869,0
80870,0
80871,1
80872,0
80873,0
80874,0
80875,1
80876,0
80877,0
80878,1
80879,0
80880,1
80881,1
80882,1
80883,0
80884,0
80885,0
80886,1
80887,1
80888,1
80890,0
80891,0
80892,1
80894,1
80895,0
80896,1
80897,0
80898,0
80899,1
80900,1
80901,1
80902,0
80903,0
80904,1
80905,0
80906,1
80907,1
80908,0
80909,1
80910,0
80911,0
80912,1
80913,1
80914,0
80915,0
80916,0
80917,1
80918,1
80919,1
80920,0
80921,1
80922,1
80923,0
80924,0
80925,0
80926,0
80927,1
80928,0
80929,0
80930,1
80931,1
80932,0
80934,0
80935,1
80936,0
80937,0
80938,1
80939,0
80940,0
80941,0
80942,0
80943,1
80944,1
80945,0
80946,1
80947,0
80948,1
80949,1
80950,1
80951,1
80952,0
80953,0
80954,0
80955,1
80956,1
80957,0
80958,1
80959,0
80960,0
80961,0
80962,0
80963,0
80964,1
80965,0
80966,1
80967,0
80968,1
80969,0
80970,1
80971,0
80972,1
80973,1
80974,0
80975,0
80976,1
80977,0
80978,1
80979,0
80980,1
80981,0
80982,0
80983,1
80984,1
80985,1
80986,0
80987,0
80988,0
80989,0
80990,0
80991,1
80992,0
80993,0
80994,1
80995,1
80996,0
80997,1
80998,0
80999,0
81000,1
81001,1
81002,1
81003,0
81004,1
81005,1
81006,0
81007,1
81008,1
81009,1
81010,1
81011,1
81012,1
81013,1
81014,0
81015,1
81016,1
81017,0
81018,1
81019,0
81020,0
81021,1
81022,0
81023,1
81024,1
81025,0
81026,1
81027,0
81028,0
81029,1
81030,0
81031,0
81032,1
81033,1
81034,1
81035,1
81036,0
81037,0
81038,1
81039,0
81040,0
81041,0
81042,0
81043,1
81044,1
81045,0
81046,0
81047,1
81048,0
81049,0
81050,1
81051,0
81052,0
81053,0
81054,0
81055,1
81056,0
81057,1
81058,1
81059,0
81060,0
81061,1
81062,1
81063,1
81064,0
81065,0
81066,1
81067,0
81068,1
81069,1
81070,0
81071,0
81072,0
81073,1
81074,1
81075,1
81076,1
81077,0
81078,1
81079,1
81080,0
81081,1
81082,0
81083,0
81084,1
81085,0
81086,1
81087,0
81088,0
81089,0
81090,1
81091,1
81092,0
81093,0
81094,0
81095,0
81096,0
81097,1
81098,0
81099,1
81100,0
81101,1
81102,1
81103,0
81104,1
81105,0
81106,0
81107,0
81108,0
81109,1
81110,1
81111,0
81112,0
81113,1
81114,0
81115,0
81116,1
81117,0
81118,0
81119,0
81120,0
81121,0
81122,1
81123,1
81124,0
81125,1
81126,0
81127,1
81128,1
81129,0
81130,0
81131,1
81132,0
81133,1
81134,1
81135,0
81136,1
81137,1
81138,0
81139,0
81140,0
81141,0
81142,1
81143,0
81144,0
81145,1
81147,1
81148,1
81149,0
81150,0
81151,0
81152,0
81153,0
81154,1
81155,1
81156,1
81157,0
81158,0
81159,0
81160,0
81162,1
81163,0
81164,1
81165,0
81166,0
81167,0
81168,0
81169,0
81170,0
81171,0
81172,0
81173,1
81174,0
81175,1
81176,1
81177,1
81178,0
81179,0
81180,1
81181,1
81182,1
81183,1
81184,0
81185,0
81186,1
81188,0
81189,0
81190,0
81191,1
81192,0
81193,0
81194,0
81195,0
81196,1
81197,1
81198,0
81199,1
81200,0
81201,0
81202,0
81203,1
81204,1
81205,1
81206,1
81207,0
81208,0
81209,1
81210,0
81211,1
81212,0
81213,0
81214,0
81215,1
81216,0
81217,1
81218,0
81219,0
81220,0
81221,0
81222,0
81223,1
81224,0
81225,1
81226,1
81227,1
81228,0
81229,0
81230,0
81231,0
81232,0
81233,1
81234,1
81235,0
81236,0
81237,0
81238,0
81239,0
81240,1
81241,1
81242,1
81243,0
81244,0
81245,0
81246,0
81247,1
81248,1
81249,1
81250,1
81251,0
81252,1
81253,1
81254,1
81255,0
81256,1
81257,1
81258,1
81259,0
81260,1
81261,0
81262,0
81263,1
81264,1
81265,1
81266,0
81267,1
81268,1
81269,0
81270,0
81271,1
81272,1
81273,1
81274,1
81276,0
81277,0
81278,1
81279,1
81280,0
81281,1
81282,1
81283,0
81284,0
81285,0
81286,0
81287,0
81288,1
81289,1
81290,1
81291,0
81292,1
81293,1
81294,1
81295,1
81296,0
81297,1
81298,0
81299,1
81300,0
81301,0
81302,0
81303,0
81304,0
81305,1
81306,1
81307,0
81308,0
81309,1
81310,0
81311,1
81312,0
81313,0
81314,1
81315,1
81316,1
81317,0
81318,1
81319,1
81320,1
81321,1
81322,1
81323,1
81324,1
81325,1
81326,1
81327,1
81328,0
81329,0
81330,1
81331,0
81332,0
81333,0
81334,1
81335,1
81336,1
81337,1
81338,1
81339,0
81340,0
81341,1
81342,0
81343,0
81344,1
81345,1
81346,0
81347,1
81348,1
81349,1
81350,1
81352,1
81353,1
81354,0
81355,0
81356,1
81357,1
81358,1
81359,0
81360,1
81361,0
81362,0
81363,1
81364,0
81365,1
81366,1
81367,0
81368,0
81369,0
81370,0
81371,1
81372,1
81373,0
81374,1
81375,1
81376,1
81377,1
81378,0
81379,0
81381,1
81382,0
81383,1
81384,1
81385,0
81386,0
81387,0
81388,0
81389,1
81390,0
81391,1
81392,0
81393,0
81394,1
81395,1
81396,0
81397,1
81398,0
81399,1
81400,0
81401,0
81402,0
81403,0
81404,1
81405,0
81406,1
81407,1
81408,0
81409,1
81410,0
81411,0
81412,0
81413,1
81414,0
81415,0
81416,1
81417,0
81418,1
81419,1
81420,1
81421,0
81422,0
81423,1
81424,0
81425,0
81426,0
81427,1
81428,1
81429,0
81430,0
81431,1
81432,1
81433,1
81434,0
81435,1
81436,1
81437,0
81438,1
81439,0
81440,0
81441,1
81442,1
81443,0
81444,1
81445,1
81446,0
81447,1
81448,0
81449,1
81450,1
81451,0
81452,0
81453,1
81454,0
81455,0
81456,1
81457,1
81458,1
81459,1
81460,0
81461,1
81462,1
81463,0
81464,1
81465,1
81466,0
81467,0
81468,0
81469,1
81470,0
81471,1
81472,1
81473,0
81474,1
81475,0
81476,1
81477,1
81478,1
81479,1
81480,1
81481,0
81482,0
81483,1
81484,0
81485,1
81486,1
81487,1
81488,1
81489,0
81490,1
81491,0
81492,0
81493,1
81494,0
81495,0
81496,0
81497,1
81498,1
81499,0
81500,0
81501,1
81502,1
81503,0
81504,0
81505,0
81506,0
81507,1
81508,0
81509,1
81510,1
81511,1
81512,0
81513,1
81514,1
81515,0
81516,1
81517,0
81518,0
81519,1
81520,1
81522,1
81523,1
81524,1
81525,1
81526,1
81527,1
81528,0
81529,0
81530,1
81531,0
81532,0
81533,0
81534,1
81535,1
81536,0
81537,1
81538,1
81539,0
81540,0
81541,0
81542,1
81543,0
81544,1
81545,1
81546,0
81547,1
81548,0
81549,0
81550,0
81551,1
81552,0
81553,1
81554,1
81555,1
81556,0
81557,0
81558,0
81559,0
81560,1
81561,0
81562,1
81563,0
81564,1
81565,1
81566,0
81567,0
81568,1
81569,1
81570,0
81571,0
81572,1
81573,1
81574,0
81575,1
81576,0
81577,0
81578,0
81579,0
81580,0
81581,1
81582,1
81583,1
81584,1
81585,1
81586,1
81587,1
81588,1
81589,1
81590,1
81591,1
81592,1
81593,0
81594,0
81595,0
81596,0
81597,0
81598,0
81599,1
81600,0
81601,0
81602,1
81603,1
81604,1
81605,1
81606,0
81607,0
81608,0
81609,1
81610,1
81611,0
81612,0
81613,1
81614,0
81615,1
81616,0
81617,0
81618,1
81619,0
81620,0
81621,1
81622,1
81623,1
81624,0
81625,1
81626,0
81627,0
81628,1
81629,1
81630,1
81631,0
81632,1
81633,0
81634,0
81635,0
81636,1
81637,0
81638,0
81639,0
81640,0
81641,1
81642,0
81643,1
81644,1
81645,0
81646,1
81647,1
81648,1
81649,1
81650,1
81651,0
81652,1
81653,0
81654,1
81655,1
81656,0
81657,1
81658,1
81659,0
81660,0
81661,1
81662,1
81663,1
81664,1
81665,0
81666,1
81667,1
81668,1
81669,0
81670,0
81671,0
81672,0
81673,1
81674,0
81675,0
81676,0
81677,0
81678,1
81679,0
81680,0
81681,0
81682,0
81683,1
81684,0
81685,1
81686,0
81687,1
81689,0
81690,0
81691,1
81692,1
81693,1
81694,0
81695,1
81696,1
81697,0
81698,1
81699,1
81700,0
81701,0
81702,0
81703,0
81704,1
81705,0
81706,0
81707,1
81708,1
81709,1
81710,1
81711,0
81712,1
81713,0
81714,1
81715,0
81716,1
81717,0
81718,0
81719,1
81720,1
81721,0
81722,1
81723,0
81724,1
81725,1
81726,1
81727,0
81728,0
81729,0
81730,0
81731,0
81732,0
81733,1
81734,0
81735,1
81736,1
81737,1
81738,0
81739,1
81740,0
81741,1
81742,1
81743,1
81744,0
81745,1
81746,1
81747,0
81748,0
81749,1
81750,0
81751,1
81752,1
81753,1
81754,0
81755,0
81756,1
81757,0
81758,1
81759,1
81760,1
81761,0
81762,0
81763,0
81764,0
81765,1
81766,1
81767,1
81768,1
81769,1
81770,0
81771,1
81772,0
81773,1
81774,0
81775,1
81776,0
81777,1
81778,1
81779,1
81780,1
81781,0
81782,1
81783,0
81784,1
81785,0
81786,0
81787,1
81788,1
81789,1
81790,1
81791,0
81792,0
81793,0
81794,0
81795,0
81796,1
81797,1
81798,0
81799,1
81800,1
81801,0
81802,0
81803,1
81804,1
81805,1
81806,1
81807,1
81808,1
81809,1
81810,0
81811,1
81812,1
81813,1
81814,0
81815,1
81816,1
81817,1
81818,0
81819,0
81820,1
81821,1
81822,1
81823,0
81824,1
81825,0
81826,1
81827,0
81828,0
81829,0
81830,0
81831,1
81832,0
81833,0
81834,0
81835,0
81836,1
81837,0
81838,0
81839,1
81840,0
81841,0
81842,1
81843,0
81844,1
81845,0
81846,1
81847,1
81848,0
81849,0
81850,0
81851,1
81852,0
81853,0
81854,0
81855,1
81856,0
81857,0
81858,1
81859,1
81860,1
81861,1
81862,0
81863,1
81864,1
81865,1
81866,0
81867,0
81868,0
81869,0
81870,0
81871,1
81872,0
81873,0
81874,0
81875,0
81876,1
81877,1
81878,0
81879,1
81880,0
81881,1
81882,1
81883,1
81884,0
81885,1
81886,0
81887,0
81888,0
81889,1
81890,1
81891,0
81892,0
81893,0
81894,0
81895,1
81896,1
81897,0
81898,0
81899,0
81900,1
81901,1
81902,0
81903,0
81904,0
81905,1
81906,1
81907,0
81908,0
81909,1
81910,1
81911,1
81912,1
81913,0
81914,0
81915,0
81916,0
81917,1
81918,1
81919,1
81920,0
81921,0
81922,0
81923,0
81924,0
81925,0
81926,0
81927,1
81928,0
81929,1
81930,1
81931,0
81932,1
81933,1
81934,0
81935,0
81936,0
81937,1
81938,1
81939,0
81940,1
81941,0
81942,0
81943,0
81944,1
81945,0
81946,0
81947,0
81948,0
81949,1
81950,0
81951,0
81952,0
81953,1
81954,1
81955,1
81956,0
81957,0
81958,1
81959,0
81960,1
81961,1
81962,1
81963,0
81964,1
81965,1
81966,0
81967,1
81969,1
81970,1
81971,1
81972,1
81973,0
81974,0
81975,0
81976,1
81977,1
81978,0
81979,1
81980,0
81981,0
81982,1
81983,0
81984,1
81985,1
81986,0
81987,1
81988,1
81989,1
81990,1
81991,0
81992,0
81993,1
81994,1
81995,0
81996,0
81997,1
81998,0
81999,0
82000,0
82001,1
82002,0
82003,0
82004,0
82005,1
82006,1
82007,1
82008,0
82009,0
82010,0
82011,0
82012,0
82013,1
82014,0
82015,1
82016,0
82017,1
82018,0
82019,0
82020,1
82021,0
82022,1
82023,1
82024,1
82025,1
82026,1
82027,0
82028,1
82029,1
82030,0
82031,1
82032,1
82033,0
82034,1
82035,1
82036,1
82037,1
82038,1
82039,1
82040,0
82041,0
82042,1
82043,0
82044,1
82045,1
82046,1
82047,0
82048,1
82049,0
82050,0
82051,0
82052,1
82053,0
82054,0
82055,0
82056,1
82057,0
82058,0
82059,0
82060,1
82061,0
82062,0
82063,1
82064,1
82065,0
82066,0
82067,1
82068,1
82069,1
82071,0
82072,0
82073,0
82074,0
82075,1
82076,0
82077,0
82078,0
82079,1
82080,0
82081,1
82082,1
82083,0
82084,0
82085,1
82086,0
82087,1
82088,1
82089,0
82090,1
82091,0
82092,0
82093,1
82094,1
82095,0
82096,1
82097,1
82098,1
82099,1
82100,1
82101,1
82103,0
82104,1
82105,0
82106,0
82107,1
82108,1
82109,0
82110,0
82111,0
82112,0
82113,1
82114,1
82115,1
82116,0
82117,1
82118,1
82119,0
82120,0
82121,0
82122,0
82123,0
82124,1
82125,1
82126,1
82127,1
82128,0
82129,0
82130,0
82131,1
82132,1
82133,0
82134,0
82135,0
82136,0
82137,1
82138,1
82139,0
82140,0
82141,0
82142,0
82143,0
82144,1
82145,0
82146,0
82147,1
82148,1
82149,1
82150,1
82151,0
82152,1
82153,0
82154,0
82155,1
82156,1
82157,0
82158,0
82159,1
82160,0
82161,1
82162,1
82163,0
82164,0
82165,0
82166,1
82167,0
82168,0
82169,1
82170,0
82171,0
82172,1
82173,0
82174,1
82175,0
82176,0
82177,0
82178,0
82179,1
82180,0
82181,0
82182,1
82183,0
82184,0
82185,1
82186,1
82187,0
82188,1
82189,1
82190,0
82191,0
82192,0
82193,1
82194,0
82195,1
82196,1
82197,0
82198,0
82199,1
82200,1
82201,0
82202,1
82203,1
82204,1
82205,0
82206,0
82207,0
82208,0
82209,0
82210,1
82211,1
82212,1
82213,0
82214,1
82215,1
82216,0
82217,1
82218,0
82219,0
82220,1
82221,0
82222,1
82223,1
82224,1
82225,0
82226,1
82227,0
82228,0
82229,0
82230,1
82231,1
82232,1
82233,1
82234,0
82235,0
82236,1
82237,1
82238,0
82239,1
82240,1
82241,0
82242,0
82244,1
82245,0
82246,0
82247,0
82248,1
82249,1
82250,0
82251,1
82252,1
82253,0
82254,0
82255,0
82256,0
82257,0
82258,1
82259,0
82260,0
82261,0
82262,1
82263,1
82264,0
82265,0
82266,0
82267,0
82268,0
82269,0
82270,1
82271,0
82272,0
82273,1
82274,0
82275,0
82276,0
82277,1
82278,1
82279,1
82280,1
82281,0
82282,1
82283,1
82284,1
82285,1
82286,1
82287,0
82288,0
82289,1
82290,1
82291,1
82292,1
82293,1
82294,1
82295,0
82296,1
82297,0
82298,0
82299,1
82300,0
82301,1
82302,1
82303,0
82304,1
82305,0
82306,1
82307,1
82308,1
82309,1
82310,1
82311,1
82312,0
82313,0
82314,0
82315,1
82316,1
82317,0
82318,0
82319,0
82320,0
82321,0
82322,1
82323,0
82324,1
82325,0
82326,0
82327,0
82328,1
82329,0
82330,0
82331,1
82332,1
82333,1
82334,0
82335,0
82336,1
82337,1
82338,1
82339,1
82340,0
82341,1
82342,1
82343,1
82344,1
82345,1
82346,0
82347,0
82349,0
82350,1
82351,0
82352,0
82353,1
82354,1
82355,0
82356,1
82357,1
82358,1
82359,0
82360,1
82361,1
82362,1
82363,0
82364,0
82365,0
82366,0
82367,0
82368,1
82369,0
82370,0
82371,0
82372,0
82373,0
82374,1
82375,0
82376,1
82377,1
82378,1
82379,0
82380,1
82381,1
82382,0
82383,1
82384,1
82385,1
82386,0
82387,0
82388,1
82389,0
82390,1
82391,1
82392,0
82393,1
82394,1
82395,1
82396,1
82397,1
82398,1
82399,0
82400,0
82401,1
82402,0
82403,0
82404,1
82405,1
82406,0
82407,1
82408,1
82409,0
82410,1
82411,0
82412,0
82413,0
82414,1
82415,1
82416,1
82417,1
82418,1
82419,0
82421,1
82422,1
82423,1
82424,1
82425,0
82426,1
82427,0
82428,1
82429,0
82430,0
82431,1
82432,0
82433,1
82434,0
82435,0
82436,1
82437,1
82438,0
82439,0
82440,0
82441,1
82442,1
82443,1
82444,1
82445,0
82446,1
82447,0
82448,1
82449,1
82450,0
82451,1
82452,1
82453,1
82454,1
82455,0
82456,1
82457,1
82458,1
82459,1
82460,0
82461,0
82462,0
82463,0
82464,1
82465,1
82466,1
82467,0
82468,1
82469,1
82470,0
82471,0
82472,1
82473,0
82474,1
82475,1
82476,0
82477,0
82478,1
82479,1
82480,0
82481,0
82482,1
82483,0
82484,0
82485,0
82486,0
82487,0
82488,1
82489,0
82490,1
82491,0
82492,1
82493,1
82494,1
82495,1
82496,0
82498,0
82499,1
82500,0
82501,0
82502,0
82503,0
82504,1
82506,1
82507,1
82508,1
82509,1
82510,1
82511,1
82512,1
82513,0
82515,0
82516,1
82517,0
82518,1
82519,1
82520,1
82521,0
82522,1
82523,1
82524,1
82525,1
82526,0
82527,1
82528,1
82529,0
82530,1
82531,0
82532,1
82533,1
82534,0
82535,0
82536,1
82537,1
82538,1
82539,0
82540,1
82541,1
82542,0
82543,0
82544,1
82545,1
82546,0
82547,0
82548,0
82549,0
82550,1
82551,1
82552,1
82553,0
82554,0
82555,0
82556,0
82557,1
82558,0
82559,1
82560,1
82561,1
82562,0
82563,1
82564,0
82565,0
82566,0
82567,1
82568,0
82569,0
82570,0
82571,0
82572,0
82573,0
82574,0
82575,1
82576,0
82577,1
82578,1
82579,0
82580,1
82581,0
82582,0
82583,1
82584,1
82585,0
82586,0
82587,1
82588,0
82589,0
82590,1
82591,0
82592,1
82593,1
82594,1
82595,1
82596,0
82597,1
82598,1
82599,1
82600,1
82601,0
82602,1
82603,0
82604,0
82605,1
82606,1
82607,0
82608,0
82609,0
82610,1
82611,0
82612,0
82613,1
82614,1
82615,1
82616,0
82617,1
82618,1
82619,0
82620,0
82621,1
82622,1
82623,1
82624,0
82626,0
82627,1
82629,1
82630,0
82631,0
82632,1
82633,0
82634,0
82635,0
82636,1
82637,1
82638,0
82639,0
82640,0
82641,1
82642,1
82643,1
82644,1
82645,1
82646,0
82647,1
82648,1
82649,0
82650,0
82651,0
82652,0
82653,1
82654,0
82655,1
82656,0
82657,1
82658,0
82659,0
82660,0
82661,0
82662,1
82663,1
82664,0
82665,1
82666,0
82667,1
82668,1
82669,0
82670,0
82671,1
82672,0
82673,0
82674,1
82675,1
82676,0
82677,1
82678,1
82679,0
82680,0
82681,0
82682,1
82683,0
82684,0
82685,0
82686,1
82687,0
82688,0
82689,0
82690,0
82691,0
82692,1
82693,1
82694,1
82695,1
82696,1
82697,1
82698,1
82699,1
82701,1
82702,0
82703,1
82704,1
82705,0
82706,1
82707,0
82708,1
82709,1
82710,1
82711,1
82712,0
82713,1
82714,0
82715,0
82716,1
82717,0
82718,1
82719,0
82720,1
82721,1
82723,0
82724,0
82725,0
82726,1
82727,1
82728,1
82729,0
82730,0
82731,0
82732,0
82733,1
82734,0
82735,0
82736,0
82737,0
82738,1
82739,1
82740,0
82742,0
82743,0
82744,1
82745,0
82746,1
82747,0
82748,0
82749,1
82750,1
82751,0
82752,0
82753,0
82754,0
82755,0
82756,1
82757,1
82758,0
82759,1
82760,1
82761,1
82762,1
82763,1
82764,1
82765,1
82766,1
82767,1
82768,0
82769,1
82770,0
82771,0
82772,0
82773,0
82774,1
82775,0
82776,1
82777,0
82778,1
82779,0
82780,0
82781,1
82782,1
82783,1
82784,0
82785,0
82786,0
82787,1
82788,0
82789,0
82790,1
82791,1
82792,1
82793,0
82794,0
82795,0
82796,1
82797,0
82798,1
82799,1
82800,1
82801,0
82802,1
82803,0
82804,0
82805,0
82806,0
82807,0
82808,1
82809,1
82810,0
82811,0
82812,0
82813,0
82814,1
82815,0
82816,0
82817,0
82818,1
82819,1
82820,1
82821,1
82822,1
82823,0
82824,0
82825,0
82826,1
82827,1
82828,0
82829,0
82830,0
82831,1
82832,0
82833,1
82834,1
82835,1
82836,0
82837,0
82838,0
82839,1
82840,0
82841,1
82842,0
82843,0
82844,0
82845,0
82846,1
82847,0
82848,0
82849,1
82850,1
82851,0
82852,1
82853,0
82854,1
82855,0
82856,1
82857,1
82858,0
82859,0
82860,1
82861,0
82862,0
82863,0
82864,1
82865,1
82866,0
82867,1
82868,1
82869,1
82870,0
82871,0
82872,0
82873,1
82874,0
82876,0
82877,1
82878,0
82879,0
82880,1
82881,0
82882,1
82883,0
82884,0
82885,1
82886,0
82887,1
82888,1
82889,0
82890,0
82891,0
82892,1
82893,1
82894,1
82895,1
82896,0
82897,0
82898,1
82899,0
82900,1
82901,0
82902,1
82903,1
82904,0
82905,1
82906,1
82907,0
82908,1
82909,0
82910,1
82911,0
82913,0
82914,1
82915,0
82916,1
82917,1
82918,1
82919,1
82920,1
82921,0
82922,0
82923,1
82924,1
82925,0
82926,0
82927,1
82928,1
82929,0
82930,1
82931,0
82932,1
82933,0
82934,1
82935,0
82936,1
82937,0
82938,0
82939,0
82940,0
82941,0
82942,0
82943,0
82944,1
82945,1
82947,0
82948,0
82949,1
82950,1
82951,0
82952,0
82953,1
82954,0
82955,0
82956,1
82957,0
82958,1
82959,0
82960,1
82961,1
82962,0
82963,1
82964,1
82965,1
82966,0
82967,0
82968,0
82969,0
82970,0
82971,0
82972,1
82973,0
82976,1
82977,1
82978,0
82979,0
82980,0
82981,0
82982,1
82983,0
82984,1
82985,1
82986,0
82987,1
82988,1
82989,0
82990,1
82991,1
82992,0
82993,0
82994,1
82995,0
82996,1
82997,1
82998,1
82999,1
83000,0
83001,0
83002,0
83003,1
83004,0
83005,1
83006,0
83007,0
83008,0
83009,0
83010,0
83011,0
83012,0
83013,0
83014,1
83015,0
83016,0
83017,0
83018,0
83019,1
83020,0
83021,0
83022,1
83023,1
83024,1
83025,0
83026,1
83027,1
83028,1
83029,1
83030,1
83031,1
83032,1
83033,1
83034,0
83035,1
83036,1
83037,1
83038,0
83039,1
83040,1
83041,1
83042,1
